10000.0	0.003737606	0.000849503
50000.0	0.030570907	0.0028033050000000003
100000.0	0.073054374	0.0067178590000000005
200000.0	0.205876476	0.018307216
300000.0	0.394966113	0.032506020000000004
400000.0	0.6370082490000001	0.051303032000000005
500000.0	0.9544473680000001	0.0731517
600000.0	1.2875245940000002	0.10197054000000001
700000.0	1.644650994	0.1325726
800000.0	2.071343996	0.16343833300000002
900000.0	2.5861158960000004	0.198514563
1.0e6	3.074451893	0.24747332100000002
1.5e6	6.503384909	0.514809929
2.0e6	10.542628124	0.8574634440000001
3.0e6	23.056278471000002	2.143056402
