10000.0	0.026653	0.056994915	0.024134198	0.008349401
50000.0	0.1407339	0.167294502	0.122843584	0.033912207
100000.0	0.2635438	0.316551446	0.189467436	0.065330074
200000.0	0.5470619	0.64154458	0.478374822	0.121028757
300000.0	0.8563711	0.836227893	0.869046288	0.172728345
400000.0	1.1249668	1.235788106	1.25860779	0.239132715
500000.0	1.4170343	1.554531574	1.717028357	0.304820134
600000.0	1.6941277	1.779597282	1.967334989	0.369062801
700000.0	2.0091958	2.119302272	2.32708577	0.426232499
800000.0	2.4529058	2.465498924	2.669443623	0.52051917
900000.0	2.5358996	2.676106214	3.054889626	0.566420447
1.0e6	2.8374471	3.096881151	3.384357626	0.64030562
1.5e6	4.410989	4.67228651	5.265865746	1.019915717
2.0e6	6.2828235	6.198250055	7.122952128	1.419849715
3.0e6	11.530809	9.616283178	10.880219415	2.191490081
4.0e6	20.2863495	13.27134561	14.766970622	2.972760997
5.0e6	25.45162	19.04714465	19.399335964	3.714954811
6.0e6	39.19465	23.7154088	23.403285406	4.469054046
7.0e6	49.8677732	29.17840218	28.168296566	5.278244329
8.0e6	59.4872786	36.65862822	31.612242318	6.058162178
9.0e6	76.07555	42.93665599	34.553807025	6.812664863
1.0e7	92.3296999	50.47215747	38.093582628	7.623348852
