10000.0	0.026653	0.056994915	0.018342154	0.008914474
50000.0	0.1407339	0.167294502	0.093152547	0.0406857
100000.0	0.2635438	0.316551446	0.188894342	0.085924077
200000.0	0.5470619	0.64154458	0.404991262	0.205451551
300000.0	0.8563711	0.836227893	0.670691646	0.308152611
400000.0	1.1249668	1.235788106	0.947566882	0.427877192
500000.0	1.4170343	1.554531574	1.227965957	0.516743754
600000.0	1.6941277	1.779597282	1.520954682	0.661851849
700000.0	2.0091958	2.119302272	1.813329156	0.782115582
800000.0	2.4529058	2.465498924	2.105657923	0.893316533
900000.0	2.5358996	2.676106214	2.428024228	0.99915719
1.0e6	2.8374471	3.096881151	2.664355541	1.127456985
1.5e6	4.410989	4.67228651	4.232653788	1.791190952
2.0e6	6.2828235	6.198250055	5.813598481	2.45312026
3.0e6	11.530809	9.616283178	9.038504387	3.688697041
4.0e6	20.2863495	13.27134561	12.084138794	5.052422216
5.0e6	25.45162	19.04714465	15.245874375	6.356624821
6.0e6	39.19465	23.7154088	18.464778451	7.586876425
7.0e6	49.8677732	29.17840218	21.964399	9.105700052
8.0e6	59.4872786	36.65862822	25.081746713	10.243466472
9.0e6	76.07555	42.93665599	28.329798637	11.577578949
1.0e7	92.3296999	50.47215747	31.500284595	12.8999404
