10000.0	0.06275415	0.066103935	0.007437553	0.003092101
50000.0	0.18762779	0.16872406	0.076514346	0.020467275
100000.0	0.36704373	0.317125558	0.204548099	0.050877354
200000.0	0.83926558	0.645816326	0.702556543	0.137024836
300000.0	1.59529948	0.874869346	1.044251009	0.265696373
400000.0	2.79236888	1.302515745	1.712345256	0.42524121
500000.0	3.88768148	1.753487348	2.542411132	0.591395832
600000.0	5.2595632	2.052203178	3.105143786	0.847171805
700000.0	7.10792803	2.695926666	4.006833228	1.109860223
800000.0	8.99856114	3.408551931	5.414578049	1.454863059
900000.0	11.3427312	3.739826917	6.572665344	1.78986894
1.0e6	13.4954769	4.789931297	7.731935259	2.12847
1.5e6	29.4975237	8.338554143	16.238429395	4.57738431
2.0e6	51.869369	16.1827507	28.088708413	8.142455876
3.0e6	106.86457	34.46977019	57.917308699	17.496183166
