10000.0	0.026653	0.056994915	0.018500092	0.008850334
50000.0	0.1407339	0.167294502	0.094089006	0.040669188
100000.0	0.2635438	0.316551446	0.191163969	0.083282104
200000.0	0.5470619	0.64154458	0.403865181	0.194843967
300000.0	0.8563711	0.836227893	0.681051629	0.290551916
400000.0	1.1249668	1.235788106	0.943276872	0.409139209
500000.0	1.4170343	1.554531574	1.230819464	0.530055287
600000.0	1.6941277	1.779597282	1.520838497	0.646095824
700000.0	2.0091958	2.119302272	1.821049147	0.756602676
800000.0	2.4529058	2.465498924	2.097258654	0.861399062
900000.0	2.5358996	2.676106214	2.436813905	0.970271403
1.0e6	2.8374471	3.096881151	2.679760857	1.095504857
1.5e6	4.410989	4.67228651	4.214404801	1.773222032
2.0e6	6.2828235	6.198250055	5.7251774	2.386298616
3.0e6	11.530809	9.616283178	8.92990558	3.714564133
4.0e6	20.2863495	13.27134561	12.056743126	5.041913217
5.0e6	25.45162	19.04714465	15.198122157	6.267005757
6.0e6	39.19465	23.7154088	18.444508849	7.473339005
7.0e6	49.8677732	29.17840218	21.835665885	9.000104153
8.0e6	59.4872786	36.65862822	24.946393128	10.138680762
9.0e6	76.07555	42.93665599	28.296399516	11.540791195
1.0e7	92.3296999	50.47215747	31.619473087	12.77672604
