10000.0	0.06275415	0.066103935	0.013581336	0.003877294
50000.0	0.18762779	0.16872406	0.066532673	0.024881674
100000.0	0.36704373	0.317125558	0.162926931	0.05467065
200000.0	0.83926558	0.645816326	0.653400508	0.167163819
300000.0	1.59529948	0.874869346	1.317029753	0.32041651
400000.0	2.79236888	1.302515745	2.135988153	0.452146368
500000.0	3.88768148	1.753487348	3.08778937	0.726987259
600000.0	5.2595632	2.052203178	4.184650209	1.146695136
700000.0	7.10792803	2.695926666	5.43949543	1.24910351
800000.0	8.99856114	3.408551931	6.818191095	1.604790161
900000.0	11.3427312	3.739826917	8.488526472	2.08800924
1.0e6	13.4954769	4.789931297	10.434660253	3.175024184
1.5e6	29.4975237	8.338554143	22.705190287	7.079257267
2.0e6	51.869369	16.1827507	38.389084037	12.381504449
3.0e6	106.86457	34.46977019	87.726742491	30.360750026
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
