10000.0	0.026653	0.056994915	0.020166034	0.007176107
50000.0	0.1407339	0.167294502	0.097456377	0.033730373
100000.0	0.2635438	0.316551446	0.195363795	0.069262801
200000.0	0.5470619	0.64154458	0.442347101	0.150156817
300000.0	0.8563711	0.836227893	0.733837156	0.235229257
400000.0	1.1249668	1.235788106	1.078993399	0.325601325
500000.0	1.4170343	1.554531574	1.349951816	0.417298094
600000.0	1.6941277	1.779597282	1.773922657	0.531037756
700000.0	2.0091958	2.119302272	1.995561417	0.635360608
800000.0	2.4529058	2.465498924	2.45667002	0.723839394
900000.0	2.5358996	2.676106214	2.828710319	0.829841948
1.0e6	2.8374471	3.096881151	3.110851252	0.94773976
1.5e6	4.410989	4.67228651	5.022555387	1.520746378
2.0e6	6.2828235	6.198250055	6.954767697	2.122550263
3.0e6	11.530809	9.616283178	10.634381009	3.276666319
4.0e6	20.2863495	13.27134561	14.447664235	4.794739889
5.0e6	25.45162	19.04714465	17.982443022	5.64022352
6.0e6	39.19465	23.7154088	22.023561163	6.767506226
7.0e6	49.8677732	29.17840218	25.383822326	8.252936646
8.0e6	59.4872786	36.65862822	29.100705034	9.483096101
9.0e6	76.07555	42.93665599	32.6232547	10.635718993
1.0e7	92.3296999	50.47215747	36.290204982	11.885039682
