10000.0	0.06275415	0.066103935	0.007389682	0.014434655
50000.0	0.18762779	0.16872406	0.061421542	0.02008106
100000.0	0.36704373	0.317125558	0.175329318	0.047376601
200000.0	0.83926558	0.645816326	0.679114501	0.14733446
300000.0	1.59529948	0.874869346	1.498176818	0.299692084
400000.0	2.79236888	1.302515745	2.458952981	0.507324186
500000.0	3.88768148	1.753487348	3.631365355	0.803576272
600000.0	5.2595632	2.052203178	4.887648565	1.321810042
700000.0	7.10792803	2.695926666	6.312620117	1.917232121
800000.0	8.99856114	3.408551931	8.064637933	2.24118024
900000.0	11.3427312	3.739826917	9.898681924	2.848026693
1.0e6	13.4954769	4.789931297	12.066208735	3.513277908
1.5e6	29.4975237	8.338554143	26.209350339	7.644914051
2.0e6	51.869369	16.1827507	45.247669437	13.759682283
3.0e6	106.86457	34.46977019	101.870335144	30.696635204
