10000.0	0.026653	0.056994915	0.017450712	0.005912747
50000.0	0.1407339	0.167294502	0.085942579	0.024213103
100000.0	0.2635438	0.316551446	0.190514232	0.048443841
200000.0	0.5470619	0.64154458	0.539316349	0.099453116
300000.0	0.8563711	0.836227893	0.937362794	0.166395236
400000.0	1.1249668	1.235788106	1.306396113	0.234890961
500000.0	1.4170343	1.554531574	1.661428028	0.298836426
600000.0	1.6941277	1.779597282	2.018571226	0.377308607
700000.0	2.0091958	2.119302272	2.361396229	0.468889583
800000.0	2.4529058	2.465498924	2.732531088	0.512785195
900000.0	2.5358996	2.676106214	3.13816582	0.573966559
1.0e6	2.8374471	3.096881151	3.73267055	0.66172224
1.5e6	4.410989	4.67228651	5.603097864	1.031791079
2.0e6	6.2828235	6.198250055	7.303730828	1.39649678
3.0e6	11.530809	9.616283178	10.992594856	2.268699371
4.0e6	20.2863495	13.27134561	15.122838842	3.126016629
5.0e6	25.45162	19.04714465	18.521371325	3.812058269
6.0e6	39.19465	23.7154088	22.14487993	4.627426627
7.0e6	49.8677732	29.17840218	25.571374612	5.392928682
8.0e6	59.4872786	36.65862822	29.356087434	6.142296213
9.0e6	76.07555	42.93665599	33.006453903	7.001691353
1.0e7	92.3296999	50.47215747	36.690934389	7.738678947
